sku,name,price,description,is_in_stock,ADVERTISER CATEGORY
VIVT.RDHR.RDHR.RDHR-4,Vivacity Long Sleeve Tee-Rudhira-4,130,"Vivacity Long Sleeve Tee A not-so-basic long sleeve tee for our stylish SMOGIs. Soft and lightweight Aurum 24 Fabric makes up the body of this top, while Zari Mesh paneling through the sides and upper back gives added movement and breathability.<br/><br/>

A scooped hem and soft crew neck add to the long sleeve’s super flattering fit, while thumbholes keep your hands warm on brisk morning runs or running errands.<br/><br/>",0,yoga apparel
VIVT.RDHR.RDHR.RDHR-6,Vivacity Long Sleeve Tee-Rudhira-6,130,"Vivacity Long Sleeve Tee A not-so-basic long sleeve tee for our stylish SMOGIs. Soft and lightweight Aurum 24 Fabric makes up the body of this top, while Zari Mesh paneling through the sides and upper back gives added movement and breathability.<br/><br/>

A scooped hem and soft crew neck add to the long sleeve’s super flattering fit, while thumbholes keep your hands warm on brisk morning runs or running errands.<br/><br/>",1,yoga apparel
VIVT.RDHR.RDHR.RDHR-8,Vivacity Long Sleeve Tee-Rudhira-8,130,"Vivacity Long Sleeve Tee A not-so-basic long sleeve tee for our stylish SMOGIs. Soft and lightweight Aurum 24 Fabric makes up the body of this top, while Zari Mesh paneling through the sides and upper back gives added movement and breathability.<br/><br/>

A scooped hem and soft crew neck add to the long sleeve’s super flattering fit, while thumbholes keep your hands warm on brisk morning runs or running errands.<br/><br/>",0,yoga apparel
VIVT.RDHR.RDHR.RDHR-10,Vivacity Long Sleeve Tee-Rudhira-10,130,"Vivacity Long Sleeve Tee A not-so-basic long sleeve tee for our stylish SMOGIs. Soft and lightweight Aurum 24 Fabric makes up the body of this top, while Zari Mesh paneling through the sides and upper back gives added movement and breathability.<br/><br/>

A scooped hem and soft crew neck add to the long sleeve’s super flattering fit, while thumbholes keep your hands warm on brisk morning runs or running errands.<br/><br/>",0,yoga apparel
VIVT.RDHR.RDHR.RDHR-12,Vivacity Long Sleeve Tee-Rudhira-12,130,"Vivacity Long Sleeve Tee A not-so-basic long sleeve tee for our stylish SMOGIs. Soft and lightweight Aurum 24 Fabric makes up the body of this top, while Zari Mesh paneling through the sides and upper back gives added movement and breathability.<br/><br/>

A scooped hem and soft crew neck add to the long sleeve’s super flattering fit, while thumbholes keep your hands warm on brisk morning runs or running errands.<br/><br/>",1,yoga apparel
GOAA.MRDHR.MRDHR.GOLD-S,Goa Apex Short Sleeve Tee-Rudhira-S,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",0,yoga apparel
GOAA.MRDHR.MRDHR.GOLD-M,Goa Apex Short Sleeve Tee-Rudhira-M,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",0,yoga apparel
GOAA.MRDHR.MRDHR.GOLD-L,Goa Apex Short Sleeve Tee-Rudhira-L,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",1,yoga apparel
GOAA.MRDHR.MRDHR.GOLD-XL,Goa Apex Short Sleeve Tee-Rudhira-XL,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",0,yoga apparel
GOAA.MRDHR.MRDHR.GOLD-XXL,Goa Apex Short Sleeve Tee-Rudhira-XXL,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",1,yoga apparel
GOAA.MVLA.MVLA.GOLD-S,Goa Apex Short Sleeve Tee-Viola-S,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",0,yoga apparel
GOAA.MVLA.MVLA.GOLD-M,Goa Apex Short Sleeve Tee-Viola-M,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",1,yoga apparel
GOAA.MVLA.MVLA.GOLD-L,Goa Apex Short Sleeve Tee-Viola-L,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",1,yoga apparel
GOAA.MVLA.MVLA.GOLD-XL,Goa Apex Short Sleeve TeeE-Viola-XL,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",1,yoga apparel
GOAA.MVLA.MVLA.GOLD-XXL,Goa Apex Short Sleeve Tee-Viola-XXL,70,"Named after the breezy beach town on India’s western coast, the Goa Short Sleeve Tee adds laidback style to your gym to life wardrobe. With clean lines and a classic crew neck, this tee might just replace your favorite t-shirt. Soft as cotton with powerful antimicrobial nanotechnology, the Goa is versatile enough for early morning meetings or candlelight vinyasas. We designed this shirt with your active schedule in mind; so you stay fresh, no matter where life takes you.
",1,yoga apparel
UMBRA.ANDG.C6.C6-2,U & Me Bra-Andaman Green Mini Stripe-2,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.ANDG.C6.C6-4,U & Me Bra-Andaman Green Mini Stripe-4,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.ANDG.C6.C6-6,U & Me Bra-Andaman Green Mini Stripe-6,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",1,yoga apparel
UMBRA.ANDG.C6.C6-8,U & Me Bra-Andaman Green Mini Stripe-8,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",1,yoga apparel
UMBRA.ANDG.C6.C6-10,U & Me Bra-Andaman Green Mini Stripe-10,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.ANDG.C6.C6-12,U & Me Bra-Andaman Green Mini Stripe-12,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",1,yoga apparel
FETNK.C6.C6.C6-2,Free & Easy Tank-Carbon 6-2,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.C6.C6.C6-4,Free & Easy Tank-Carbon 6-4,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.C6.C6.C6-6,Free & Easy Tank-Carbon 6-6,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.C6.C6.C6-8,Free & Easy Tank-Carbon 6-8,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.C6.C6.C6-10,Free & Easy Tank-Carbon 6-10,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
FETNK.C6.C6.C6-12,Free & Easy Tank-Carbon 6-12,56,"The Free & Easy Tank features a breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
UPMINT,Up-To-The-Minute Tee,85,"The Up-To-The-Minute Long Sleeve Tee is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic yoga tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MSGRY.MSGRY.GOLD-2,Up-To-The-Minute Pinnacle Tee-Mosaic Spanish Grey-2,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UMPT.MSGRY.MSGRY.GOLD-4,Up-To-The-Minute Pinnacle Tee-Mosaic Spanish Grey-4,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MSGRY.MSGRY.GOLD-6,Up-To-The-Minute Pinnacle Tee-Mosaic Spanish Grey-6,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MSGRY.MSGRY.GOLD-8,Up-To-The-Minute Pinnacle Tee-Mosaic Spanish Grey-8,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MSGRY.MSGRY.GOLD-10,Up-To-The-Minute Pinnacle Tee-Mosaic Spanish Grey-10,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UMPT.MSGRY.MSGRY.GOLD-12,Up-To-The-Minute Pinnacle Tee-Mosaic Spanish Grey-12,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UPMINT.C6.C6.GOLD-2,Up-To-The-Minute  Tee-Carbon 6-2,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UPMINT.C6.C6.GOLD-4,Up-To-The-Minute Tee-Carbon 6-4,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UPMINT.C6.C6.GOLD-6,Up-To-The-Minute Tee-Carbon 6-6,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UPMINT.C6.C6.GOLD-8,Up-To-The-Minute Tee-Carbon 6-8,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UPMINT.C6.C6.GOLD-10,Up-To-The-Minute Tee-Carbon 6-10,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UPMINT.C6.C6.GOLD-12,Up-To-The-Minute Tee-Carbon 6-12,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.ANG.ANDG.C6-2,Up-To-The-Minute Pinnacle Tee-Andaman Green Mini Stripe-2,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UMPT.ANG.ANDG.C6-4,Up-To-The-Minute Pinnacle Tee-Andaman Green Mini Stripe-4,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UMPT.ANG.ANDG.C6-6,Up-To-The-Minute Pinnacle Tee-Andaman Green Mini Stripe-6,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.ANG.ANDG.C6-8,Up-To-The-Minute Pinnacle Tee-Andaman Green Mini Stripe-8,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.ANG.ANDG.C6-10,Up-To-The-Minute Pinnacle Tee-Andaman Green Mini Stripe-10,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.ANG.ANDG.C6-12,Up-To-The-Minute Pinnacle Tee-Andaman Green Mini Stripe-12,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
MSRB.VLA.VLA.VLA-2,My Stripey Racer Back-Viola-2,48,Performance meets Style. Light weight and breathable performance fabric with beautiful heathered stripes blended in – you will not look back after you try on your Stripey Racer Back.,0,yoga apparel
MSRB.VLA.VLA.VLA-4,My Stripey Racer Back-Viola-4,48,Performance meets Style. Light weight and breathable performance fabric with beautiful heathered stripes blended in – you will not look back after you try on your Stripey Racer Back.,1,yoga apparel
MSRB.VLA.VLA.VLA-6,My Stripey Racer Back-Viola-6,48,Performance meets Style. Light weight and breathable performance fabric with beautiful heathered stripes blended in – you will not look back after you try on your Stripey Racer Back.,1,yoga apparel
MSRB.VLA.VLA.VLA-8,My Stripey Racer Back-Viola-8,48,Performance meets Style. Light weight and breathable performance fabric with beautiful heathered stripes blended in – you will not look back after you try on your Stripey Racer Back.,1,yoga apparel
MSRB.VLA.VLA.VLA-10,My Stripey Racer Back-Viola-10,48,Performance meets Style. Light weight and breathable performance fabric with beautiful heathered stripes blended in – you will not look back after you try on your Stripey Racer Back.,1,yoga apparel
MSRB.VLA.VLA.VLA-12,My Stripey Racer Back-Viola-12,48,Performance meets Style. Light weight and breathable performance fabric with beautiful heathered stripes blended in – you will not look back after you try on your Stripey Racer Back.,0,yoga apparel
UMPT.MVLA.MVLA.GOLD-2,Up-To-The-Minute Pinnacle Tee-Mosaic Viola-2,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UMPT.MVLA.MVLA.GOLD-4,Up-To-The-Minute Pinnacle Tee-Mosaic Viola-4,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MVLA.MVLA.GOLD-6,Up-To-The-Minute Pinnacle Tee-Mosaic Viola-6,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MVLA.MVLA.GOLD-8,Up-To-The-Minute Pinnacle Tee-Mosaic Viola-8,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",1,yoga apparel
UMPT.MVLA.MVLA.GOLD-10,Up-To-The-Minute Pinnacle Tee-Mosaic Viola-10,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
UMPT.MVLA.MVLA.GOLD-12,Up-To-The-Minute Pinnacle Tee-Mosaic Viola-12,85,"The Up to the Minute Long Sleeve is designed to keep up with you and your ever-changing schedule.  We made this top for those days when there’s no time to change between making your Saturday morning barre class and grabbing a bite with your best friend. This basic long sleeve tee combines the best in fabric nanotechnology with classic, unadulterated style. Comprised of moisture-wicking and antimicrobial fabrics, the Up to the Minute Tee keeps you feeling fresh so you can focus on the moments that matter.
",0,yoga apparel
BALLEG.VLA.GCV.VLA-2,Ballerina Legging (Reversible)-Viola / Grey Caviar-2,98,"Double the giggles, Double the fun. Fitting like a second skin you are sure to have some serious fun in these flattering REVERSIBLE Ballerina Leggings. Made from our compressive Aurum fabric, the Ballerina legging will make you feel ravishing everytime you step out in them.",0,yoga apparel
BALLEG.VLA.GCV.VLA-4,Ballerina Legging (Reversible)-Viola / Grey Caviar-4,98,"Double the giggles, Double the fun. Fitting like a second skin you are sure to have some serious fun in these flattering REVERSIBLE Ballerina Leggings. Made from our compressive Aurum fabric, the Ballerina legging will make you feel ravishing everytime you step out in them.",1,yoga apparel
BALLEG.VLA.GCV.VLA-6,Ballerina Legging (Reversible)-Viola / Grey Caviar-6,98,"Double the giggles, Double the fun. Fitting like a second skin you are sure to have some serious fun in these flattering REVERSIBLE Ballerina Leggings. Made from our compressive Aurum fabric, the Ballerina legging will make you feel ravishing everytime you step out in them.",1,yoga apparel
BALLEG.VLA.GCV.VLA-8,Ballerina Legging (Reversible)-Viola / Grey Caviar-8,98,"Double the giggles, Double the fun. Fitting like a second skin you are sure to have some serious fun in these flattering REVERSIBLE Ballerina Leggings. Made from our compressive Aurum fabric, the Ballerina legging will make you feel ravishing everytime you step out in them.",1,yoga apparel
BALLEG.VLA.GCV.VLA-10,Ballerina Legging (Reversible)-Viola / Grey Caviar-10,98,"Double the giggles, Double the fun. Fitting like a second skin you are sure to have some serious fun in these flattering REVERSIBLE Ballerina Leggings. Made from our compressive Aurum fabric, the Ballerina legging will make you feel ravishing everytime you step out in them.",1,yoga apparel
BALLEG.VLA.GCV.VLA-12,Ballerina Legging (Reversible)-Viola / Grey Caviar-12,98,"Double the giggles, Double the fun. Fitting like a second skin you are sure to have some serious fun in these flattering REVERSIBLE Ballerina Leggings. Made from our compressive Aurum fabric, the Ballerina legging will make you feel ravishing everytime you step out in them.",0,yoga apparel
UMBRA.OLVN.C6.OLVN-2,U & Me Bra-Olivine / Carbon 6-2,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.OLVN.C6.OLVN-4,U & Me Bra-Olivine / Carbon 6-4,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.OLVN.C6.OLVN-6,U & Me Bra-Olivine / Carbon 6-6,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",1,yoga apparel
UMBRA.OLVN.C6.OLVN-8,U & Me Bra-Olivine / Carbon 6-8,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.OLVN.C6.OLVN-10,U & Me Bra-Olivine / Carbon 6-10,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
UMBRA.OLVN.C6.OLVN-12,U & Me Bra-Olivine / Carbon 6-12,49,"Sexy? Check. Functional? Check.  Now your twins can both get the extra-credit they deserve.  This super sexy, super sculpting sports bra defines and highlights your assets, so you can go from street to studio in a hot second. ",0,yoga apparel
FETNK.MOLVN.MOLVN.OLVN-8,Free & Easy Tank-Mosaic Olivine-8,56,"A breezy design that stylishly hides what you want covered up and shows off everything else. Our flowy, soft Aurum 1064 drapes gently through the bodice and cinches at the hips to keep your figure in focus. 
<br/><br/>
A thin racer back and lower armholes give a peek of what’s underneath (a bright strappy sports bra, perhaps?)…without giving too much away. Don’t worry about the fit of this tank; expect effortless, Free & Easy style.
",1,yoga apparel
